eval_reward_pickscore,approx_kl,eval_reward_avg,epoch,reward_pickscore,reward_std_mean,reward_ori_avg,kl_loss,reward_avg,inner_epoch,_step,group_size,_runtime,actual_batch_size,loss,trained_prompt_num,_timestamp,clipfrac_lt_one,clipfrac_gt_one,policy_loss,eval_images.format,eval_images.count,eval_images.filenames,eval_images.captions,eval_images._type,eval_images.width,eval_images.height,images.height,images.format,images.count,images.filenames,images.captions,images._type,images.width,zero_std_ratio,clipfrac
,0,,5,0.803196907043457,0.01975385472178459,0.803196907043457,0.0005737916799262166,0.803196907043457,0,10,16,2037.46045541,8,0.0029216154154107577,90,1781434728.075156,0,0,0.0029158774986394543,,,,,,,,,,,,,,,0,0
,1.9048105315278008e-08,,5,,,,0.0005879206582903862,,0,11,,2075.822063516,,-0.0029034288199844454,,1781434777.9031174,0.177951380610466,0,-0.002909308026363761,,,,,,,,,,,,,,,,0.177951380610466
,0,,6,0.7976371049880981,0.02022026665508747,0.7976371049880981,0.0005235146963968873,0.7976372241973877,0,12,16,2175.59600523,8,-0.01783554000727935,106,1781434866.2543004,0,0,-0.017840775154011116,,,,,,,,,,,,,,,0,0
,8.154506403457162e-09,,6,,,,0.0005337917245924473,,0,13,,2213.916203053,,0.017849231275730588,,1781434916.0395112,0.1354166716337204,0,0.017843893358858956,,,,,,,,,,,,,,,,0.1354166716337204
,0,,7,0.8286763429641724,0.02062397263944149,0.8286763429641724,0.0005379040958359838,0.8286763429641724,0,14,16,2313.740341233,8,0.0263704229261318,122,1781435004.356116,0,0,0.026365043885062344,,,,,,,,,,,,,,,0,0
,7.006800917253031e-09,,7,,,,0.0005102583672851324,,0,15,,2352.051059894,,-0.02635500719439013,,1781435054.1828241,0.1163194477558136,0,-0.026360109777815596,,,,,,,,,,,,,,,,0.1163194477558136
,0,,8,0.801231861114502,0.018854845315217972,0.801231861114502,0.00048581603914499283,0.801231861114502,0,16,16,2451.983926763,8,0.003457874789395991,138,1781435142.6242192,0,0,0.0034530166290560726,,,,,,,,,,,,,,,0,0
,1.1053544746175703e-08,,8,,,,0.0005444649141281843,,0,17,,2490.290276012,,-0.003442380294530187,,1781435192.427191,0.1493055522441864,0,-0.0034478249429441277,,,,,,,,,,,,,,,,0.1493055522441864
,0,,9,0.7864401936531067,0.019837185740470886,0.7864401936531067,0.000476572138722986,0.7864401340484619,0,18,16,2590.045758989,8,0.03665516656172533,154,1781435280.7101264,0,0,0.03665040084028413,,,,,,,,,,,,,,,0,0
,6.341892788697123e-09,,9,,,,0.0004934680764563382,,0,19,,2628.414687292,,-0.03664199796110876,,1781435330.4888375,0.1328125,0,-0.03664693264201425,,,,,,,,,,,,,,,,0.1328125
,0,,10,0.8240548968315125,0.017481651157140732,0.8240548968315125,0.000575935235247016,0.8240549564361572,0,20,16,2728.173936974,8,-0.01986084734347627,170,1781435418.8290355,0,0,-0.01986660669577007,,,,,,,,512,jpg,8,"['media/images/images_19_037a03c0af0a8299aa32.jpg', 'media/images/images_19_8deb380d722e345246c5.jpg', 'media/images/images_19_0c73c72d90c4a843bf40.jpg', 'media/images/images_19_2ac7a5344b9ed16a8736.jpg', 'media/images/images_19_2a5ea3c80c5f54fb7ce5.jpg', 'media/images/images_19_a666dbfa2678f00e896f.jpg', 'media/images/images_19_49b4dafa28b1a234406d.jpg', 'media/images/images_19_864b4280858a609c1f5f.jpg']","['The scene depicts a couple walking along a bustling street, exuding a serene and artistic vibe. The  | avg: 0.83', 'The scene depicts a couple walking along a bustling street, exuding a serene and artistic vibe. The  | avg: 0.82', 'The scene depicts a couple walking along a bustling street, exuding a serene and artistic vibe. The  | avg: 0.82', 'The scene depicts a couple walking along a bustling street, exuding a serene and artistic vibe. The  | avg: 0.84', 'The scene depicts a couple walking along a bustling street, exuding a serene and artistic vibe. The  | avg: 0.83', 'a man in a trenchcoat and a woman in red dress fighting in a 50s diner | avg: 0.85', 'a man in a trenchcoat and a woman in red dress fighting in a 50s diner | avg: 0.88', 'The scene depicts a couple walking along a bustling street, exuding a serene and artistic vibe. The  | avg: 0.82']",images/separated,512,0,0
,4.27584634365985e-09,,10,,,,0.0005791315925307572,,0,21,,2766.521726306,,0.019874300859989678,,1781435468.6169455,0.1059027761220932,0,0.019868509544377477,,,,,,,,,,,,,,,,0.1059027761220932
,0,,11,0.8210405111312866,0.02262863889336586,0.8210405111312866,0.0005544948508031666,0.8210404515266418,0,22,16,2866.519977565,8,-0.0060362796931221156,186,1781435557.011082,0,0,-0.006041824641521529,,,,,,,,,,,,,,,0,0
,5.27671062400259e-09,,11,,,,0.000545692746527493,,0,23,,2904.990822611,,0.006050329689880979,,1781435606.9643426,0.1232638955116272,0,0.006044872762376773,,,,,,,,,,,,,,,,0.1232638955116272
,0,,12,0.8073955774307251,0.019197460263967514,0.8073955774307251,0.0005563001614063978,0.8073955774307251,0,24,16,3004.85996458,8,0.033033457060070895,202,1781435695.4509983,0,0,0.03302789405868612,,,,,,,,,,,,,,,0,0
,4.3090508938803396e-09,,12,,,,0.0005203239852562547,,0,25,,3043.171388646,,-0.03301933577443599,,1781435745.3032987,0.1145833358168602,0,-0.033024539013714896,,,,,,,,,,,,,,,,0.1145833358168602
,0,,13,0.8169176578521729,0.01804952509701252,0.8169176578521729,0.0006039888830855489,0.8169176578521729,0,26,16,3142.984183919,8,-0.006621853730254057,218,1781435833.617968,0,0,-0.006627893619113746,,,,,,,,,,,,,,,0,0
,3.901893030899828e-09,,13,,,,0.0005558562115766108,,0,27,,3181.296253074,,0.006635728440832222,,1781435883.4262116,0.109375,0,0.006630169878706911,,,,,,,,,,,,,,,,0.109375
,0,,14,0.8054879903793335,0.019360139966011047,0.8054879903793335,0.000580252381041646,0.8054879307746887,0,28,16,3281.126170689,8,0.0014492418089641491,234,1781435971.7346814,0,0,0.001443439285264067,,,,,,,,,,,,,,,0,0
,5.478893339017077e-09,,14,,,,0.000593540898989886,,0,29,,3319.415067169,,-0.0014344423594933146,,1781436021.5689168,0.1145833358168602,0,-0.001440377768363802,,,,,,,,,,,,,,,,0.1145833358168602
,0,,15,0.818105936050415,0.018706049770116806,0.818105936050415,0.0005696499138139188,0.818105936050415,0,30,16,3419.173924774,8,0.013379674138763172,250,1781436109.840238,0,0,0.01337397763977901,,,,,,,,,,,,,,,0,0
,6.8848784451347456e-09,,15,,,,0.0005258888704702258,,0,31,,3457.466454202,,-0.013365012740942775,,1781436159.6166115,0.1163194477558136,0,-0.01337027162941052,,,,,,,,,,,,,,,,0.1163194477558136
,0,,16,0.8286049365997314,0.019798066467046738,0.8286049365997314,0.0005364262033253908,0.8286049365997314,0,32,16,3557.210774158,8,-0.011013146627056818,266,1781436247.8981729,0,0,-0.011018510888933158,,,,,,,,,,,,,,,0,0
,5.25274934659592e-09,,16,,,,0.0005393174942582846,,0,33,,3595.568779124,,0.011026621278447703,,1781436297.6535301,0.1206597238779068,0,0.011021228103652551,,,,,,,,,,,,,,,,0.1206597238779068
,0,,17,0.8122149109840393,0.0174250490963459,0.8122149109840393,0.000549355405382812,0.8122148513793945,0,34,16,3695.320470692,8,0.008828502786356768,282,1781436385.9896102,0,0,0.008823009232794228,,,,,,,,,,,,,,,0,0
,3.894470523846394e-09,,17,,,,0.0005238935118541121,,0,35,,3733.647979953,,-0.008816067645687637,,1781436435.764102,0.1085069477558136,0,-0.008821306580824001,,,,,,,,,,,,,,,,0.1085069477558136
,0,,18,0.8351598978042603,0.0158077422529459,0.8351598978042603,0.0005773681914433837,0.835159957408905,0,36,17.066666666666666,3833.39028961,8,-0.018039176015845253,297,1781436524.060778,0,0,-0.018044949697295053,,,,,,,,,,,,,,,0,0
,3.0884210744375196e-09,,18,,,,0.0005701090558432043,,0,37,,3871.730910463,,0.018051238317300183,,1781436573.83387,0.1006944477558136,0,0.018045537227274953,,,,,,,,,,,,,,,,0.1006944477558136
,0,,19,0.8125146627426147,0.019517041742801666,0.8125146627426147,0.0005135847604833543,0.81251460313797,0,38,16,3971.508512751,8,0.02087194385098552,312,1781436662.1677635,0,0,0.02086680800327935,,,,,,,,,,,,,,,0,0
,4.6402224285202465e-09,,19,,,,0.0005523688741959631,,0,39,,4009.987419034,,-0.020857467554194084,,1781436711.9521482,0.1154513880610466,0,-0.0208629912426172,,,,,,,,,,,,,,,,0.1154513880610466
,0,,20,0.8098787069320679,0.02053893730044365,0.8098787069320679,0.0006249692523851991,0.8098787069320679,0,40,16,4109.906859927,8,0.01647017035463484,328,1781436800.502807,0,0,0.01646392066206854,,,,,,,,512,jpg,8,"['media/images/images_39_e14090b0dda7ac8df621.jpg', 'media/images/images_39_f8f17b8de0b32942e286.jpg', 'media/images/images_39_5ef18b601a728a9cd436.jpg', 'media/images/images_39_ae9accc4829d96d65c68.jpg', 'media/images/images_39_cb6b2263a864a478d8c2.jpg', 'media/images/images_39_5b49c37191fe6406999b.jpg', 'media/images/images_39_1152eba80f46eb4c1427.jpg', 'media/images/images_39_62aa68c3c3f7b15f3dbc.jpg']","['young Muscle guy cutting castration a giant testis TESTICLE on the dissecting Table at torture chamb | avg: 0.84', 'a man and a woman coupling ecstatically | avg: 0.82', 'young Muscle guy cutting castration a giant testis TESTICLE on the dissecting Table at torture chamb | avg: 0.83', 'young Muscle guy cutting castration a giant testis TESTICLE on the dissecting Table at torture chamb | avg: 0.84', 'a man and a woman coupling ecstatically | avg: 0.82', 'a man and a woman coupling ecstatically | avg: 0.83', 'a man and a woman coupling ecstatically | avg: 0.82', 'young Muscle guy cutting castration a giant testis TESTICLE on the dissecting Table at torture chamb | avg: 0.81']",images/separated,512,0,0
,8.291788589076532e-09,,20,,,,0.0005960153648629785,,0,41,,4148.219555447,,-0.016453903603074495,,1781436850.3495007,0.1267361044883728,0.0008680555620230734,-0.016459863756198102,,,,,,,,,,,,,,,,0.1276041716337204
,0,,21,0.8017946481704712,0.016942773014307022,0.8017946481704712,0.000540390145033598,0.801794707775116,0,42,16,4247.998493858,8,-0.006077992145157961,344,1781436938.6924186,0,0,-0.006083396046427823,,,,,,,,,,,,,,,0,0
,1.4533176440068019e-08,,21,,,,0.0005424727569334209,,0,43,,4286.297783696,,0.006094652255215818,,1781436988.440951,0.144097238779068,0,0.006089227527860902,,,,,,,,,,,,,,,,0.144097238779068
,0,,22,0.8002393245697021,0.017591726034879684,0.8002393245697021,0.0005246750079095364,0.8002392649650574,0,44,16,4386.095898073,8,0.014094547064667978,360,1781437076.687783,0,0,0.014089300314444386,,,,,,,,,,,,,,,0,0
,7.559117776168023e-09,,22,,,,0.0005290851695463061,,0,45,,4424.412575288,,-0.014079241097646099,,1781437126.5390635,0.1362847238779068,0,-0.014084531949295896,,,,,,,,,,,,,,,,0.1362847238779068
,0,,23,0.8119516372680664,0.01980900764465332,0.8119516372680664,0.0005482490523718297,0.8119515776634216,0,46,16,4524.312312212,8,0.023420837654313235,376,1781437214.8789067,0,0,0.02341535516353861,,,,,,,,,,,,,,,0,0
,1.0835056407643151e-08,,23,,,,0.0005530844791792333,,0,47,,4562.638648802,,-0.023404797677494486,,1781437264.7543714,0.1423611044883728,0,-0.023410328521944735,,,,,,,,,,,,,,,,0.1423611044883728
,0,,24,0.7916048169136047,0.02215009368956089,0.7916048169136047,0.0005655450513586402,0.7916048169136047,0,48,16,4662.359976653,8,0.014014047228061481,392,1781437353.0492387,0,0,0.01400839177709757,,,,,,,,,,,,,,,0,0
,6.1573937060188655e-09,,24,,,,0.0005437455838546157,,0,49,,4700.673430031,,-0.014000140369540896,,1781437402.8035607,0.1319444477558136,0,-0.014005577825283257,,,,,,,,,,,,,,,,0.1319444477558136
,0,,25,0.800380289554596,0.020005716010928154,0.800380289554596,0.0005299350013956428,0.800380289554596,0,50,16,4800.483181853,8,-0.023820907152253018,408,1781437491.1198256,0,0,-0.023826206502357727,,,,,,,,,,,,,,,0,0
,7.873324214813238e-09,,25,,,,0.0005491274641826749,,0,51,,4838.828466625,,0.023833987952329137,,1781437540.926998,0.142361119389534,0,0.02382849667755096,,,,,,,,,,,,,,,,0.142361119389534
,0,,26,0.8278980255126953,0.020476436242461205,0.8278980255126953,0.0006431079236790538,0.8278980255126953,0,52,16,4938.633578486,8,0.07498807258023525,424,1781437629.289419,0,0,0.07498164150095735,,,,,,,,,,,,,,,0,0
,4.823800026088065e-09,,26,,,,0.0006429711356759071,,0,53,,4976.935608709,,-0.07497045401112674,,1781437679.077303,0.1223958358168602,0,-0.0749768837229277,,,,,,,,,,,,,,,,0.1223958358168602
,0,,27,0.8400580286979675,0.018912319093942642,0.8400580286979675,0.0005653782282024622,0.8400580286979675,0,54,16,5076.873623332,8,-0.01999147931024666,440,1781437767.3965652,0,0,-0.019997133092137617,,,,,,,,,,,,,,,0,0
,9.002500078736375e-09,,27,,,,0.0006210791761986911,,0,55,,5115.31053721,,0.02000565270880381,,1781437817.31767,0.1362847238779068,0,0.019999441917726735,,,,,,,,,,,,,,,,0.1362847238779068
,0,,28,0.7917217016220093,0.017816808074712753,0.7917217016220093,0.0005949564510956407,0.7917216420173645,0,56,16,5215.391055452,8,0.021414944318142826,455,1781437905.9226222,0,0,0.021408994753471487,,,,,,,,,,,,,,,0,0
,1.4826982308591141e-08,,28,,,,0.000593028322327882,,0,57,,5253.688738413,,-0.021396465380944356,,1781437955.835103,0.140625,0,-0.02140239566396128,,,,,,,,,,,,,,,,0.140625
,0,,29,0.8130513429641724,0.019205987453460693,0.8130513429641724,0.0006202935473993421,0.8130513429641724,0,58,16,5353.691175555,8,-0.008815432286900711,471,1781438044.1946867,0,0,-0.008821635222291957,,,,,,,,,,,,,,,0,0
,9.228566355545809e-09,,29,,,,0.0006114557618275285,,0,59,,5392.086639459,,0.008830759152591159,,1781438094.1331124,0.1371527761220932,0,0.008824644595365437,,,,,,,,,,,,,,,,0.1371527761220932
,0,,30,0.8324768543243408,0.016032252460718155,0.8324768543243408,0.0005862793186679482,0.8324768543243408,0,60,16,5491.890844477,8,-0.009678846533192419,486,1781438182.4715624,0,0,-0.009684709326188808,,,,,,,,512,jpg,8,"['media/images/images_59_b067fe2c2dd83cbba9ef.jpg', 'media/images/images_59_f8ce41c3858fb201ecb4.jpg', 'media/images/images_59_eb213e7e0f74c8c66939.jpg', 'media/images/images_59_21a28c668029dc0bde31.jpg', 'media/images/images_59_6217aab8458b2e9fd3a7.jpg', 'media/images/images_59_8126ea3b5a917108a17d.jpg', 'media/images/images_59_db36ec9caad9d6e3c81b.jpg', 'media/images/images_59_b03023401c3ddb2ad71d.jpg']","['young Muscle guy cutting castration a giant testis TESTICLE on the dissecting Table at torture chamb | avg: 0.83', 'young Muscle guy cutting castration a giant testis TESTICLE on the dissecting Table at torture chamb | avg: 0.82', 'young Muscle guy cutting castration a giant testis TESTICLE on the dissecting Table at torture chamb | avg: 0.84', 'a woodcut print of a capybara | avg: 0.85', 'young Muscle guy cutting castration a giant testis TESTICLE on the dissecting Table at torture chamb | avg: 0.82', 'a woodcut print of a capybara | avg: 0.86', 'young Muscle guy cutting castration a giant testis TESTICLE on the dissecting Table at torture chamb | avg: 0.82', 'a woodcut print of a capybara | avg: 0.83']",images/separated,512,0,0
,3.525511882429555e-09,,30,,,,0.0005665909266099334,,0,61,,5530.211369728,,0.00969143978105412,,1781438232.3328896,0.1032986119389534,0,0.00968577387147931,,,,,,,,,,,,,,,,0.1032986119389534
,0,,31,0.8173272609710693,0.017771052196621895,0.8173272609710693,0.0005866994033567607,0.8173272609710693,0,62,16,5629.940951274,8,-0.03221978235487261,500,1781438320.5937726,0,0,-0.032225649349094734,,,,,,,,,,,,,,,0,0
,3.3396281295949848e-09,,31,,,,0.0005793772870674729,,0,63,,5668.253381302,,0.0322327048420055,,1781438370.383583,0.1050347238779068,0,0.03222691106875254,,,,,,,,,,,,,,,,0.1050347238779068
,0,,32,0.8075013160705566,0.016298383474349976,0.8075013160705566,0.0005513521027751267,0.8075013756752014,0,64,16,5768.059066489,8,0.004879069010863944,515,1781438458.6954143,0,0,0.004873555490036131,,,,,,,,,,,,,,,0,0
,3.3372158370070792e-09,,32,,,,0.0005762256914749742,,0,65,,5806.377033894,,-0.0048654597038469295,,1781438508.5017102,0.1119791641831398,0,-0.004871221960540735,,,,,,,,,,,,,,,,0.1119791641831398
,0,,33,0.8029505014419556,0.020610181614756584,0.8029505014419556,0.0006248373538255692,0.8029505014419556,0,66,16,5906.153447742,8,0.014071700420862018,531,1781438596.7996674,0,0,0.014065452047422053,,,,,,,,,,,,,,,0,0
,6.322150802873239e-09,,33,,,,0.0006309828604571521,,0,67,,5944.42292351,,-0.014056100260769054,,1781438646.597932,0.1154513955116272,0,-0.014062410089264408,,,,,,,,,,,,,,,,0.1154513955116272
,0,,34,0.812416672706604,0.016832921653985977,0.812416672706604,0.0005756609607487917,0.8124166131019592,0,68,16,6044.377862656,8,0.012166057291749995,546,1781438734.9098556,0,0,0.01216030068244563,,,,,,,,,,,,,,,0,0
,4.052536528575956e-09,,34,,,,0.0006143024656921625,,0,69,,6082.685577012,,-0.012152149475761723,,1781438784.8211935,0.1145833283662796,0,-0.012158292500211346,,,,,,,,,,,,,,,,0.1145833283662796
,0,,35,0.810976505279541,0.017877919599413872,0.810976505279541,0.0005436757346615195,0.8109765648841858,0,70,16,6182.711968995,8,-0.031285728827747425,560,1781438873.2150142,0,0,-0.03129116558521059,,,,,,,,,,,,,,,0,0
,2.458172110308965e-09,,35,,,,0.0005442852852866054,,0,71,,6221.019847216,,0.0312968944656238,,1781438923.155498,0.0946180522441864,0,0.03129145161281216,,,,,,,,,,,,,,,,0.0946180522441864
,0,,36,0.8149638772010803,0.019880224019289017,0.8149638772010803,0.0005864154663868248,0.8149638772010803,0,72,16,6321.006608354,8,-0.02639608982385674,576,1781439011.4823172,0,0,-0.026401953978148443,,,,,,,,,,,,,,,0,0
,5.080894371900513e-09,,36,,,,0.0005782332154922187,,0,73,,6359.341732298,,0.026409081113998832,,1781439061.449067,0.1189236119389534,0,0.02640329878174044,,,,,,,,,,,,,,,,0.1189236119389534
,0,,37,0.794407844543457,0.01981719583272934,0.794407844543457,0.0006395474192686379,0.794407844543457,0,74,16,6459.042449563,8,0.006930323032079904,592,1781439149.7210727,0,0,0.006923927558341991,,,,,,,,,,,,,,,0,0
,3.927545400017607e-09,,37,,,,0.0006351459305733442,,0,75,,6497.329719654,,-0.006915707150590093,,1781439199.4852636,0.1067708283662796,0,-0.006922058609870699,,,,,,,,,,,,,,,,0.1067708283662796
,0,,38,0.8231513500213623,0.020650960505008698,0.8231513500213623,0.0005618361756205559,0.8231514096260071,0,76,16,6597.081709144,8,-0.023897003908682334,608,1781439287.7576673,0,0,-0.023902622270264712,,,,,,,,,,,,,,,0,0
,4.096571082357059e-09,,38,,,,0.0005400709342211485,,0,77,,6635.441336553,,0.023910130307258106,,1781439337.5246553,0.1076388880610466,0,0.023904729597755085,,,,,,,,,,,,,,,,0.1076388880610466
,0,,39,0.809482216835022,0.019795583561062813,0.809482216835022,0.0006004022434353828,0.809482216835022,0,78,16,6735.216351161,8,-0.002516773397427889,623,1781439425.8137927,0,0,-0.0025227774201077146,,,,,,,,,,,,,,,0,0
,6.608587455048109e-09,,39,,,,0.0006238817004486918,,0,79,,6773.568623053,,0.002531093518846495,,1781439475.6596751,0.1171875,0,0.0025248547020159107,,,,,,,,,,,,,,,,0.1171875
